,RUC,Company_Name,DESCRIPTION_CIIU,CIIU,District,UBIGEO,Sector,PERIOD,PUBLICATION_DATE
889,20123734573,INVERSIONES MERCEDES DEL SUR S.A.,FAB. DE HILOS Y CABLES AISLADOS.,3130,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
890,20117330347,ELECTRO CONDUCTORES PERUANOS S.A.C,FAB. DE HILOS Y CABLES AISLADOS.,3130,PACHACAMAC,150123,MANUFACTURA,2021,2023-06-26
891,20100063680,CONDUCTORES ELECTRICOS LIMA S A,FAB. DE HILOS Y CABLES AISLADOS.,3130,ATE,150103,MANUFACTURA,2021,2023-06-26
893,20461482156,TEXTILES ARVAL S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
894,20260929497,INDUSTRIAS KONING S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
895,20605203141,MODA & ALGODON PERU TEXTIL S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
896,20508097906,CORPORACION VELMITEX S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,COMAS,150110,MANUFACTURA,2021,2023-06-26
897,20421362808,EUROPA SURF S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,BARRANCO,150104,MANUFACTURA,2021,2023-06-26
899,20602119263,COLCHONES D'ENCANTO DEL PERU E.I.R.L.,FAB. DE MUEBLES.,3610,CARABAYLLO,150106,MANUFACTURA,2021,2023-06-26
900,20524245770,COLCHONES ROMANTIC DEL PERU S.A.C.,FAB. DE MUEBLES.,3610,PUENTE PIEDRA,150125,MANUFACTURA,2021,2023-06-26
902,20505787553,INDUSTRIAS FLOMAR SOCIEDAD ANONIMA CERRADA,FAB. DE PRENDAS DE VESTIR.,1810,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
903,20256459010,GAITEX S.A.,FAB. DE PRENDAS DE VESTIR.,1810,LA MOLINA,150114,MANUFACTURA,2021,2023-06-26
904,20602073778,GIO TEXTIL S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,LIMA,150101,MANUFACTURA,2021,2023-06-26
905,20197705249,UNILENE S.A.C.,FAB. EQUIPO MEDICO Y QUIRURGICO.,3311,BREÑA,150105,MANUFACTURA,2021,2023-06-26
907,20506840831,ESPUMAS DE POLIMEROS SOCIEDAD ANONIMA CERRADA,OTRAS INDUSTRIAS  MANUFACTURERAS NCP.,3699,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
908,20100692628,JEWELRY LIMA S.A. EN LIQUIDACION,OTRAS INDUSTRIAS  MANUFACTURERAS NCP.,3699,LOS OLIVOS,150117,MANUFACTURA,2021,2023-06-26
909,20389173666,CORPORACION MARA S.A,OTRAS INDUSTRIAS  MANUFACTURERAS NCP.,3699,LURIN,150119,MANUFACTURA,2021,2023-06-26
910,20100069963,FOSFORERA PERUANA S.A.,OTRAS INDUSTRIAS  MANUFACTURERAS NCP.,3699,ATE,150103,MANUFACTURA,2021,2023-06-26
911,20392811801,LUBRITECH PERU SOCIEDAD ANONIMA CERRADA - LUBRITECH PERU S.A.C.,OTRAS INDUSTRIAS  MANUFACTURERAS NCP.,3699,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
913,20118096691,ESPINOZA ASOCIADOS S.A.,OTRAS INDUSTRIAS  MANUFACTURERAS NCP.,3699,ATE,150103,MANUFACTURA,2021,2023-06-26
914,20106632376,MERCANTIL ALGODONERA SA,OTRAS INDUSTRIAS  MANUFACTURERAS NCP.,3699,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
915,20514044911,OBL ASOCIADOS SOCIEDAD ANONIMA CERRADA - OBL S.A.C.,OTRAS INDUSTRIAS  MANUFACTURERAS NCP.,3699,ATE,150103,MANUFACTURA,2021,2023-06-26
917,20100044979,INDUSTRIAL COMERCIAL REPRESENTACIONES SA,OTRAS INDUSTRIAS  MANUFACTURERAS NCP.,3699,LIMA,150101,MANUFACTURA,2021,2023-06-26
918,20547413831,CORPORACION SURYMAR S.A.C.,OTRAS INDUSTRIAS  MANUFACTURERAS NCP.,3699,PUENTE PIEDRA,150125,MANUFACTURA,2021,2023-06-26
919,20100440653,MANUFACTURAS AMERICA E I R L,FAB. DE PRENDAS DE VESTIR.,1810,ATE,150103,MANUFACTURA,2021,2023-06-26
920,20112316249,INDUSTRIA TEXTIL DEL PACIFICO S.A.,FAB. DE PRENDAS DE VESTIR.,1810,LIMA,150101,MANUFACTURA,2021,2023-06-26
921,20550948029,COFACO INDUSTRIES S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,LOS OLIVOS,150117,MANUFACTURA,2021,2023-06-26
922,20506883301,CMT DEL SUR SAC,FAB. DE PRENDAS DE VESTIR.,1810,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
923,20101600735,ALMERIZ S A,FAB. DE PRENDAS DE VESTIR.,1810,LIMA,150101,MANUFACTURA,2021,2023-06-26
924,20100066786,INTRATESA S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,ATE,150103,MANUFACTURA,2021,2023-06-26
925,20600576870,E & M TEXTIL EXPRESS SOCIEDAD ANONIMA,FAB. DE PRENDAS DE VESTIR.,1810,LOS OLIVOS,150117,MANUFACTURA,2021,2023-06-26
926,20100401160,POLINDUSTRIA S A,OTRAS INDUSTRIAS  MANUFACTURERAS NCP.,3699,ATE,150103,MANUFACTURA,2021,2023-06-26
927,20506288178,ASAP CONSULTING GROUP S.A.C,OTRAS INDUSTRIAS  MANUFACTURERAS NCP.,3699,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
928,20506886156,FRI COLD S.A.C.,OTRAS INDUSTRIAS  MANUFACTURERAS NCP.,3699,ATE,150103,MANUFACTURA,2021,2023-06-26
930,20100072590,AEI S.R.L.,OTRAS INDUSTRIAS  MANUFACTURERAS NCP.,3699,COMAS,150110,MANUFACTURA,2021,2023-06-26
932,20423925028,MODAS DIVERSAS DEL PERU SAC,FAB. DE PRENDAS DE VESTIR.,1810,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
933,20348511824,SAMITEX SA,FAB. DE PRENDAS DE VESTIR.,1810,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
934,20512636005,ROVA CORPORACION S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,EL AGUSTINO,150111,MANUFACTURA,2021,2023-06-26
935,20604975418,PLAZ PERU S.A.C,RECICLAMIENTO DESPERDICIOS METALIC.,3710,BARRANCO,150104,MANUFACTURA,2021,2023-06-26
936,20512025464,CALZADO CHOSICA SOCIEDAD ANONIMA CERRADA,FAB. DE PRENDAS DE VESTIR.,1810,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
937,20515782100,BLUE COTTON SOCIEDAD ANONIMA CERRADA,FAB. DE PRENDAS DE VESTIR.,1810,ATE,150103,MANUFACTURA,2021,2023-06-26
938,20100306337,INDUSTRIAL GORAK S A,FAB. DE PRENDAS DE VESTIR.,1810,LINCE,150116,MANUFACTURA,2021,2023-06-26
939,20100047056,TOPY TOP S A,FAB. DE PRENDAS DE VESTIR.,1810,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
940,20547668317,TEXTILES HEAWOK S.A.C,FAB. DE PRENDAS DE VESTIR.,1810,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
941,20486006464,INVERSIONES TRICOTEX SOCIEDAD ANONIMA CERRADA,FAB. DE PRENDAS DE VESTIR.,1810,SAN LUIS,150134,MANUFACTURA,2021,2023-06-26
943,20100078369,ARIN S A,FAB. JOYAS Y ARTICULOS CONEXOS.,3691,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
944,20507907114,CATALOGO S.A.C,FAB. DE PRENDAS DE VESTIR.,1810,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
945,20522054331,CITI TEX S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,LOS OLIVOS,150117,MANUFACTURA,2021,2023-06-26
946,20101362702,CONFECCIONES TEXTIMAX S A,FAB. DE PRENDAS DE VESTIR.,1810,SANTA ANITA,150137,MANUFACTURA,2021,2023-06-26
947,20601774004,YMA EXPORT SOCIEDAD ANONIMA CERRADA,FAB. DE PRENDAS DE VESTIR.,1810,ATE,150103,MANUFACTURA,2021,2023-06-26
949,20605737111,E Y M INSTALACIONES SAC,FAB. DE PRENDAS DE VESTIR.,1810,CARABAYLLO,150106,MANUFACTURA,2021,2023-06-26
950,20602649599,FIL EXPORT S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,ATE,150103,MANUFACTURA,2021,2023-06-26
951,20548370206,CONFECCIONES SAN GERMAN S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,SANTA ANITA,150137,MANUFACTURA,2021,2023-06-26
952,20516775875,CORPORACION TEXTIL ESPAIN & ESPINOZA S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
953,20604199558,MANUFACTURAS RURICANCHO S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
954,20124280657,TECNICA INGENIEROS S.R.L,FAB.  MOTORES  GENERADORES ELECTRICOS.,3110,BREÑA,150105,MANUFACTURA,2021,2023-06-26
956,20380836603,ENGIE SERVICES PERU S.A.,FAB.  MOTORES  GENERADORES ELECTRICOS.,3110,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
957,20100172543,MOVITECNICA S A,FAB.  MOTORES  GENERADORES ELECTRICOS.,3110,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
958,20547615205,M & D FASHION S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,SURQUILLO,150141,MANUFACTURA,2021,2023-06-26
959,20347475981,MILITARY & OUTDOOR PRODUCTS SOCIEDAD ANOMIMA CERRADA,FAB. DE PRENDAS DE VESTIR.,1810,ATE,150103,MANUFACTURA,2021,2023-06-26
960,20306781252,PRECOTEX S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,ATE,150103,MANUFACTURA,2021,2023-06-26
961,20451498461,CONFECCIONES TRENTO S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,SAN LUIS,150134,MANUFACTURA,2021,2023-06-26
962,20463541681,COTTON PROJECT S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,ATE,150103,MANUFACTURA,2021,2023-06-26
963,20508108282,GARMENT INDUSTRIES S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
964,20102266359,TALLER DE CONFECCIONES SAN LUIS S A,FAB. DE PRENDAS DE VESTIR.,1810,SAN LUIS,150134,MANUFACTURA,2021,2023-06-26
965,20138998780,RENZO COSTA S.A.C.,FAB. DE ARTICULOS DE PIEL.,1820,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
966,20102261551,TEXTIL SAN RAMON S A,FAB. TEJIDOS Y ART DE PUNTO.,1730,SAN LUIS,150134,MANUFACTURA,2021,2023-06-26
967,20518339452,AMITEX SAC,FAB. TEJIDOS Y ART DE PUNTO.,1730,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
968,20100089051,CONFECCIONES LANCASTER S A,FAB. TEJIDOS Y ART DE PUNTO.,1730,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
969,20550879540,TEJIDOS GLOBAL S.A.C.,FAB. TEJIDOS Y ART DE PUNTO.,1730,ATE,150103,MANUFACTURA,2021,2023-06-26
970,20518338995,LLUVISOL TEXTIL SAC,FAB. TEJIDOS Y ART DE PUNTO.,1730,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
971,20100762936,TEXTIL CHAVIN S.A.C.,FAB. TEJIDOS Y ART DE PUNTO.,1730,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
972,20512512021,GARANTIA TEXTIL SOCIEDAD ANONIMA CERRADA,FAB. TEJIDOS Y ART DE PUNTO.,1730,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
974,20137976171,WELLCO PERUANA S.A.,FAB. DE CALZADO.,1920,LIMA,150101,MANUFACTURA,2021,2023-06-26
975,20600508548,SKECHERS PERU S.R.L.,FAB. DE CALZADO.,1920,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
976,20307214386,INDUSTRIAS MANRIQUE S.A.C.,FAB. DE CALZADO.,1920,SAN MARTIN DE PORRES,150135,MANUFACTURA,2021,2023-06-26
977,20100371741,MADERERA BOZOVICH S.A.C.,FAB. PARTES Y PIEZAS CARPINTERIA.,2022,LURIN,150119,MANUFACTURA,2021,2023-06-26
978,20502011121,UFITEC SAC,FAB. DE PRENDAS DE VESTIR.,1810,LA VICTORIA,150115,MANUFACTURA,2021,2023-06-26
979,20513613939,CORPORACION VASCO S.A.C.,FAB. DE PRENDAS DE VESTIR.,1810,SAN MARTIN DE PORRES,150135,MANUFACTURA,2021,2023-06-26
982,20604827087,FOSS PERU S.A.C.,FAB. DE CALZADO.,1920,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
983,20508525479,MADERAS HEBNAMP EXPORT S.A.C.,ASERRADO Y ACEPILLADURA MADERA.,2010,PUENTE PIEDRA,150125,MANUFACTURA,2021,2023-06-26
989,20543773639,ALLCENTER E.I.R.L.,FAB. OTROS PRODUCTOS DE MADERA.,2029,BREÑA,150105,MANUFACTURA,2021,2023-06-26
990,20451600339,INDUSTRIA FORESTAL HRB S.A.C,FAB. OTROS PRODUCTOS DE MADERA.,2029,PACHACAMAC,150123,MANUFACTURA,2021,2023-06-26
991,20461957791,MADERERA TAMBOPATA SAC,FAB. OTROS PRODUCTOS DE MADERA.,2029,VILLA MARIA DEL TRIUNFO,150143,MANUFACTURA,2021,2023-06-26
992,20503253853,E & J MATTHEI MADERAS DEL PERU S.A,FAB. OTROS PRODUCTOS DE MADERA.,2029,LURIN,150119,MANUFACTURA,2021,2023-06-26
993,20100172624,CERUTI FABRICA DE ENVASES DE CARTON S A,FAB.  ENVASES DE PAPEL Y CARTON.,2102,CHACLACAYO,150107,MANUFACTURA,2021,2023-06-26
994,20603749465,ECOPACKING CARTONES SOCIEDAD ANONIMA,FAB.  ENVASES DE PAPEL Y CARTON.,2102,LURIN,150119,MANUFACTURA,2021,2023-06-26
995,20518791983,SMURFIT KAPPA PERU S.A.C.,FAB.  ENVASES DE PAPEL Y CARTON.,2102,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
996,20104582428,PAPELERA DEL SUR S A,FAB.  ENVASES DE PAPEL Y CARTON.,2102,LURIN,150119,MANUFACTURA,2021,2023-06-26
997,20306219996,FORSAC PERU S.A.C.,FAB.  ENVASES DE PAPEL Y CARTON.,2102,LOS OLIVOS,150117,MANUFACTURA,2021,2023-06-26
998,20605654674,GESTION DE ARMADO MANUFACTURA TECNICA S.A.C. - GAMA TECNICA S.A.C.,FAB.  ENVASES DE PAPEL Y CARTON.,2102,PUEBLO LIBRE,150121,MANUFACTURA,2021,2023-06-26
999,20509203050,INGENIERIA EN CARTONES Y PAPELES S.A.C,FAB.  ENVASES DE PAPEL Y CARTON.,2102,LURIN,150119,MANUFACTURA,2021,2023-06-26
1001,20537506131,ACINSA TUBOS S.A.,FAB.  ENVASES DE PAPEL Y CARTON.,2102,LURIN,150119,MANUFACTURA,2021,2023-06-26
1002,20143289479,PAPELERA EL PACIFICO S.A.,FAB. DE OTROS ARTICULOS.,2109,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
1003,20100047641,PAPELERA NACIONAL S A,FAB. DE OTROS ARTICULOS.,2109,LIMA,150101,MANUFACTURA,2021,2023-06-26
1004,20101624324,PAPELERA DE LOS ANDES S.A.,FAB. DE OTROS ARTICULOS.,2109,ATE,150103,MANUFACTURA,2021,2023-06-26
1005,20430126068,MULTIMOLDES S.A.C.,FAB. DE OTROS ARTICULOS.,2109,SAN JUAN DE MIRAFLORES,150133,MANUFACTURA,2021,2023-06-26
1006,20605689893,COMERCIALIZADORA P.S. MARTINEZ E.I.R.L.,FAB. DE OTROS ARTICULOS.,2109,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
1007,20299634443,GRAFIPAPEL S.A.,ACTIVIDADES DE IMPRESION.,2221,CHACLACAYO,150107,MANUFACTURA,2021,2023-06-26
1008,20100117526,ENOTRIA S.A.,ACTIVIDADES DE IMPRESION.,2221,ATE,150103,MANUFACTURA,2021,2023-06-26
1009,20108475081,DICOMSA S.A,ACTIVIDADES DE IMPRESION.,2221,SANTA ANITA,150137,MANUFACTURA,2021,2023-06-26
1010,20100853907,PERU OFFSET DIGITAL S.A.C.,ACTIVIDADES DE IMPRESION.,2221,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
1011,20606051744,GRAFICA Y PUBLICIDAD CASTRO E.I.R.L.,ACTIVIDADES DE IMPRESION.,2221,LIMA,150101,MANUFACTURA,2021,2023-06-26
1012,20347258611,CORPORACION GRAFICA NAVARRETE S.A.,ACTIVIDADES DE IMPRESION.,2221,SANTA ANITA,150137,MANUFACTURA,2021,2023-06-26
1014,20216501021,SISTEMA DE IMPRESIONES S.A.,ACTIVIDADES DE IMPRESION.,2221,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
1015,20259880603,TERPEL COMERCIAL DEL PERU S.R.L.,FAB. PROD.  REFINACION DEL PETROLEO.,2320,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
1016,20100170681,PRODUCTOS QUIMICOS INDUSTRIALES S A,FAB. DE SUSTANCIAS QUIMICAS BASICAS.,2411,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
1017,20100725810,PRODUCTOS NATURALES DE EXPORTACION S.A. - PRONEX S.A.,FAB. DE SUSTANCIAS QUIMICAS BASICAS.,2411,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
1019,20605806041,ATTOM QUMICOS S.A.,FAB. DE SUSTANCIAS QUIMICAS BASICAS.,2411,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
1021,20459949535,IMBAREX S.A.,FAB. DE SUSTANCIAS QUIMICAS BASICAS.,2411,LURIN,150119,MANUFACTURA,2021,2023-06-26
1022,20602672841,SENSIENT NATURAL COLORS PERU S.A.C.,FAB. DE SUSTANCIAS QUIMICAS BASICAS.,2411,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
1023,20382072023,AIR PRODUCTS PERU S.A.,FAB. DE SUSTANCIAS QUIMICAS BASICAS.,2411,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
1024,20521645831,CUPRICA S.A.C.,FAB. DE SUSTANCIAS QUIMICAS BASICAS.,2411,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
1026,20100257298,ARIS INDUSTRIAL S.A.,FAB. DE SUSTANCIAS QUIMICAS BASICAS.,2411,LIMA,150101,MANUFACTURA,2021,2023-06-26
1028,20520695053,EMULSIONES Y DERIVADOS DEL PERU S.A.C.,FAB. DE SUSTANCIAS QUIMICAS BASICAS.,2411,SANTA ANITA,150137,MANUFACTURA,2021,2023-06-26
1029,20101353461,ELMER JO ANAYA S.A.C.,FAB. DE SUSTANCIAS QUIMICAS BASICAS.,2411,LOS OLIVOS,150117,MANUFACTURA,2021,2023-06-26
1030,20502344367,POINT ANDINA S.A.,FAB. DE SUSTANCIAS QUIMICAS BASICAS.,2411,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
1032,20538529398,PROCESADORA INDUSTRIAL RIO SECO S.A.,FAB. DE SUSTANCIAS QUIMICAS BASICAS.,2411,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
1033,20521911221,AKZO NOBEL PERU S.A.C.,FAB. DE SUSTANCIAS QUIMICAS BASICAS.,2411,SANTIAGO DE SURCO,150140,MANUFACTURA,2021,2023-06-26
1034,20607114189,BIOENERGY IMPORT EXPORT SAC,FAB. DE SUSTANCIAS QUIMICAS BASICAS.,2411,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
1035,20126282690,SULFATERIA HERMANOS S.R.L.,FAB. DE SUSTANCIAS QUIMICAS BASICAS.,2411,COMAS,150110,MANUFACTURA,2021,2023-06-26
1036,20504024289,NATURAGRO S.A,FAB. ABONO  Y COMP. DE NITROGENO.,2412,SAN BORJA,150130,MANUFACTURA,2021,2023-06-26
1038,20550463874,INVERSIONES PLASTIC FELIX E.I.R.L.,FAB. DE PLASTICOS Y DE CAUCHO.,2413,ATE,150103,MANUFACTURA,2021,2023-06-26
1039,20106876321,ANDINA PLAST S R L,FAB. DE PLASTICOS Y DE CAUCHO.,2413,INDEPENDENCIA,150112,MANUFACTURA,2021,2023-06-26
1040,20382757981,INDUSTRIAS PLASTICAS CAUTE S.R.L.,FAB. DE PLASTICOS Y DE CAUCHO.,2413,LIMA,150101,MANUFACTURA,2021,2023-06-26
1042,20101217010,PLASTICOS DEL CENTRO S.A.C.,FAB. DE PLASTICOS Y DE CAUCHO.,2413,ATE,150103,MANUFACTURA,2021,2023-06-26
1043,20523394721,TERMOPACK  DEL PERU  S.A.C.,FAB. DE PLASTICOS Y DE CAUCHO.,2413,LURIN,150119,MANUFACTURA,2021,2023-06-26
1044,20511256578,TECNOLOGIA QUIMICA METALURGICA SOCIEDAD ANONIMA CERRADA,FAB. DE PLASTICOS Y DE CAUCHO.,2413,ANCON,150102,MANUFACTURA,2021,2023-06-26
1046,20521872145,FORESTAL SANTA ROSA S.A.C.,FAB. PARTES Y PIEZAS CARPINTERIA.,2022,PACHACAMAC,150123,MANUFACTURA,2021,2023-06-26
1047,20504169848,ARES PERU SAC,FAB. PARTES Y PIEZAS CARPINTERIA.,2022,PACHACAMAC,150123,MANUFACTURA,2021,2023-06-26
1050,20515200411,PAPELES SUPREMO S.A.C.,FAB. DE OTROS ARTICULOS.,2109,LURIGANCHO,150118,MANUFACTURA,2021,2023-06-26
1052,20100170419,PAPELERA ZARATE S A C,FAB. DE OTROS ARTICULOS.,2109,PUENTE PIEDRA,150125,MANUFACTURA,2021,2023-06-26
1053,20102240040,COMPAA PAPELERA EL CHASQUI SOCIEDAD ANONIMA,FAB. DE OTROS ARTICULOS.,2109,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
1054,20601241154,ADARE INTERNATIONAL S.R.L.,ACTIVIDADES DE IMPRESION.,2221,SAN ISIDRO,150131,MANUFACTURA,2021,2023-06-26
1055,20136492277,INDUSTRIA GRAFICA CIMAGRAF S.A.C.,ACTIVIDADES DE IMPRESION.,2221,ATE,150103,MANUFACTURA,2021,2023-06-26
1056,20547416776,AMAUTA IMPRESIONES COMERCIALES SOCIEDAD ANNIMA CERRADA - AMAUTA IMPRESIONES COMERCIALES S.A.C.,ACTIVIDADES DE IMPRESION.,2221,LIMA,150101,MANUFACTURA,2021,2023-06-26
1057,20371828851,QUAD/GRAPHICS PERU S.R.L.,ACTIVIDADES DE IMPRESION.,2221,ATE,150103,MANUFACTURA,2021,2023-06-26
1058,20509962392,FORMAS UNIVERSALES S.A.C.,ACTIVIDADES DE IMPRESION.,2221,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
1059,20522410064,IDEPRINT S.A.C.,ACTIVIDADES DE IMPRESION.,2221,SANTA ANITA,150137,MANUFACTURA,2021,2023-06-26
1060,20493120752,LABEL PERU SAC,SERVICIOS RDOS CON IMPRESION.,2222,LIMA,150101,MANUFACTURA,2021,2023-06-26
1061,20470531968,P&G INDUSTRIAL PERU S.R.L.,FAB. JABONES Y DETERGENTES.,2424,LIMA,150101,MANUFACTURA,2021,2023-06-26
1062,20423285029,A & D QUIMICOS Y DIVERSOS S.A.,FAB. JABONES Y DETERGENTES.,2424,SAN MARTIN DE PORRES,150135,MANUFACTURA,2021,2023-06-26
1063,20501580474,INDUSTRIA QUIMICA MENDOZA E HIJOS SOCIEDAD ANONIMA CERRADA - IQMEH S.A.C.,FAB. JABONES Y DETERGENTES.,2424,SAN JUAN DE LURIGANCHO,150132,MANUFACTURA,2021,2023-06-26
1064,20100898242,LABORATORIOS SMA.SAC,FAB. JABONES Y DETERGENTES.,2424,ATE,150103,MANUFACTURA,2021,2023-06-26
1065,20106971235,INDUSTRIAS JOMATUR EIRL,FAB. JABONES Y DETERGENTES.,2424,SAN MARTIN DE PORRES,150135,MANUFACTURA,2021,2023-06-26
1066,20117306047,ENVASADORA VASMAD SOCIEDAD DE RESP LTDA,FAB. JABONES Y DETERGENTES.,2424,INDEPENDENCIA,150112,MANUFACTURA,2021,2023-06-26
1067,20417378911,INTRADEVCO INDUSTRIAL S.A.,FAB. JABONES Y DETERGENTES.,2424,CHORRILLOS,150108,MANUFACTURA,2021,2023-06-26
1068,20108971577,G & G NAVA SOCIEDAD CIVIL DE RESPONSABILIDAD LIMITADA,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,ATE,150103,MANUFACTURA,2021,2023-06-26
1069,20108772884,COMERCIAL ANDINA INDUSTRIAL S.A.C,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,MIRAFLORES,150122,MANUFACTURA,2021,2023-06-26
1070,20100302421,ARTECOLA PERU S.A.,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,ATE,150103,MANUFACTURA,2021,2023-06-26
1071,20505964862,CALLIZO AROMAS SOCIEDAD ANONIMA CERRADA - CALLIZO AROMAS S.A.C.,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,ATE,150103,MANUFACTURA,2021,2023-06-26
1072,20100112214,FAMESA EXPLOSIVOS S.A.C.,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,PUENTE PIEDRA,150125,MANUFACTURA,2021,2023-06-26
1073,20471505073,MASTER BUILDERS SOLUTIONS PER S.A.,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,LIMA,150101,MANUFACTURA,2021,2023-06-26
1074,20113186730,QUIMICA NAVA S.A.C.,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,ATE,150103,MANUFACTURA,2021,2023-06-26
1075,20600940881,MAPEI PERU S.A.C.,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,LURIN,150119,MANUFACTURA,2021,2023-06-26
1076,20215195539,CORPORACION INDUSTRIAL LOSARO S.A.C.,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,LOS OLIVOS,150117,MANUFACTURA,2021,2023-06-26
1078,20100344000,LEJIA LIGURIA S.A.C.,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,BARRANCO,150104,MANUFACTURA,2021,2023-06-26
1079,20507086838,HAC COMERCIO Y MANUFACTURA SOCIEDAD ANONIMA,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,COMAS,150110,MANUFACTURA,2021,2023-06-26
1080,20420185465,TEXOL S.A.C.,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,CHACLACAYO,150107,MANUFACTURA,2021,2023-06-26
1081,20145038384,AQA QUIMICA SOCIEDAD ANONIMA,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,JESUS MARIA,150113,MANUFACTURA,2021,2023-06-26
1082,20517305341,INDUSTRIAS LAS TRES MARIAS S.A.C.,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,LIMA,150101,MANUFACTURA,2021,2023-06-26
1083,20521109808,GLUCOM S.A.C.,FAB. DE OTROS PROD. QUIMICOS NEOP.,2429,LURIN,150119,MANUFACTURA,2021,2023-06-26
